imageLarge,imageMedium,imageSmall,imageFileName,nameText,nameLink,year,collectionText,collectionLink,invNo,dim,catCode
"//upload.wikimedia.org/wikipedia/commons/9/94/Artemisia_Gentileschi_Judith_Maidservant_DIA.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Artemisia_Gentileschi_Judith_Maidservant_DIA.jpg/256px-Artemisia_Gentileschi_Judith_Maidservant_DIA.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Artemisia_Gentileschi_Judith_Maidservant_DIA.jpg/128px-Artemisia_Gentileschi_Judith_Maidservant_DIA.jpg","Artemisia_Gentileschi_Judith_Maidservant_DIA.jpg","Judith and Maidservant with Head of Holofernes","/wiki/Judith_and_Her_Maidservant_(Detroit)","c.1625-7","Detroit Institute of Arts","//www.wikipedia.org/wiki/Detroit_Institute_of_Arts","52.253","182.2 X 142.2&#160;cm.","MET (69), WB (14)"
"//upload.wikimedia.org/wikipedia/commons/b/bb/Judith_and_her_maid_Abra_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Judith_and_her_maid_Abra_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg/256px-Judith_and_her_maid_Abra_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Judith_and_her_maid_Abra_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg/128px-Judith_and_her_maid_Abra_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg","Judith_and_her_maid_Abra_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg","Judith and Maidservant with Head of Holofernes","/wiki/Judith_and_her_Maidservant_(Gentileschi)_Naples","c.1640s","Museo di Capodimonte, Naples","//www.wikipedia.org/wiki/Museo_di_Capodimonte","Q377","272 X 221&#160;cm.","MET (69 (related pictures: Museo di Capodimonte)), WB (48c)"
"//upload.wikimedia.org/wikipedia/commons/3/31/Judith_and_her_maid_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Judith_and_her_maid_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg/256px-Judith_and_her_maid_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Judith_and_her_maid_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg/128px-Judith_and_her_maid_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg","Judith_and_her_maid_with_the_Head_of_Holofernes_by_Artemisia_Gentileschi_ca._1645-1650.jpg","Judith and her Maidservant (Cannes)","/wiki/Judith_and_her_Maidservant_(Gentileschi)_Cannes","c.1640s","Musee de la Castre, Cannes","","2006.O.751","235 x 172&#160;cm.","WB (47), Locker Figure 3.31"
"//upload.wikimedia.org/wikipedia/commons/b/b0/Artemisia_Gentileschi_-_Sleeping_Venus.JPG/128px-Artemisia_Gentileschi_-_Sleeping_Venus.JPGjpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Artemisia_Gentileschi_-_Sleeping_Venus.JPG/256px-Artemisia_Gentileschi_-_Sleeping_Venus.JPG","//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Artemisia_Gentileschi_-_Sleeping_Venus.JPG/128px-Artemisia_Gentileschi_-_Sleeping_Venus.JPG","128px-Artemisia_Gentileschi_-_Sleeping_Venus.JPGjpg","Venus and Cupid","/wiki/Venus_and_Cupid_(Gentileschi)","c.1625-30","Virginia Museum of Fine Arts","//www.wikipedia.org/wiki/Virginia_Museum_of_Fine_Arts","2001.225","94 x 144&#160;cm.","MET (70), WB (18)"
"//upload.wikimedia.org/wikipedia/commons/b/bf/Gentileschi%2C_Artemisia_-_Esther_before_Ahasuerus_-_c._1628%E2%80%931635.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Gentileschi%2C_Artemisia_-_Esther_before_Ahasuerus_-_c._1628%E2%80%931635.jpg/256px-Gentileschi%2C_Artemisia_-_Esther_before_Ahasuerus_-_c._1628%E2%80%931635.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Gentileschi%2C_Artemisia_-_Esther_before_Ahasuerus_-_c._1628%E2%80%931635.jpg/128px-Gentileschi%2C_Artemisia_-_Esther_before_Ahasuerus_-_c._1628%E2%80%931635.jpg","Gentileschi%2C_Artemisia_-_Esther_before_Ahasuerus_-_c._1628%E2%80%931635.jpg","Esther before Ahasuerus","/wiki/Esther_before_Ahasuerus_(Artemisia_Gentileschi)","c.1628-35","Metropolitan Museum of Art","//www.wikipedia.org/wiki/Metropolitan_Museum_of_Art","69.281","208.3 × 273.7&#160;cm.","MET (71), WB (28)"
"//upload.wikimedia.org/wikipedia/commons/2/24/Sinite_Parvulos_-_A._Gentileschi.png/128px-Sinite_Parvulos_-_A._Gentileschi.pngjpg","//upload.wikimedia.org/wikipedia/commons/thumb/2/24/Sinite_Parvulos_-_A._Gentileschi.png/256px-Sinite_Parvulos_-_A._Gentileschi.png","//upload.wikimedia.org/wikipedia/commons/thumb/2/24/Sinite_Parvulos_-_A._Gentileschi.png/128px-Sinite_Parvulos_-_A._Gentileschi.png","128px-Sinite_Parvulos_-_A._Gentileschi.pngjpg","Christ Blessing the Children","","c.1640s","formerly MET","","","134.6 × 97.7&#160;cm.","MET (Figure 132.)"
"//upload.wikimedia.org/wikipedia/commons/5/53/Verk%C3%BCndigung_an_maria.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Verk%C3%BCndigung_an_maria.jpg/256px-Verk%C3%BCndigung_an_maria.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Verk%C3%BCndigung_an_maria.jpg/128px-Verk%C3%BCndigung_an_maria.jpg","Verk%C3%BCndigung_an_maria.jpg","Annunciation","","1630","Museo Nazionale di Capodimonte","//www.wikipedia.org/wiki/Museo_di_Capodimonte","Q375","257 x 179&#160;cm.","MET (72), WB (24)"
"//upload.wikimedia.org/wikipedia/commons/a/ad/Artemisia_Gentileschi_Mary_Magdalene3.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Artemisia_Gentileschi_Mary_Magdalene3.jpg/256px-Artemisia_Gentileschi_Mary_Magdalene3.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Artemisia_Gentileschi_Mary_Magdalene3.jpg/128px-Artemisia_Gentileschi_Mary_Magdalene3.jpg","Artemisia_Gentileschi_Mary_Magdalene3.jpg","Penitent Magdalene","","c.1630-2","Private Collection","","","65.7 x 50.8&#160;cm.","MET (73), WB (9)"
"//upload.wikimedia.org/wikipedia/commons/3/3b/Corisca_and_the_Satyr_by_Artemisia_Gentileschi.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Corisca_and_the_Satyr_by_Artemisia_Gentileschi.jpg/256px-Corisca_and_the_Satyr_by_Artemisia_Gentileschi.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Corisca_and_the_Satyr_by_Artemisia_Gentileschi.jpg/128px-Corisca_and_the_Satyr_by_Artemisia_Gentileschi.jpg","Corisca_and_the_Satyr_by_Artemisia_Gentileschi.jpg","Corisca and the Satyr","/wiki/Corisca_and_the_Satyr","c.1630-5","Private Collection","","","155 x 210&#160;cm.","MET (74), WB (30)"
"//upload.wikimedia.org/wikipedia/commons/c/ce/Gentileschi-autoretratBarberini.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Gentileschi-autoretratBarberini.jpg/256px-Gentileschi-autoretratBarberini.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Gentileschi-autoretratBarberini.jpg/128px-Gentileschi-autoretratBarberini.jpg","Gentileschi-autoretratBarberini.jpg","Self Portrait","/wiki/Self-Portrait_(Artemisia_Gentileschi)_Rome","c.1630-5","Palazzo Barberini Rome","","1952 (F.N. 33598)","98 x 74.5 cm","Locker (Figure 5.2)"
"//upload.wikimedia.org/wikipedia/commons/f/f2/Gentileschi%2C_Artemisia_-_Clio_-_1632.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Gentileschi%2C_Artemisia_-_Clio_-_1632.jpg/256px-Gentileschi%2C_Artemisia_-_Clio_-_1632.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Gentileschi%2C_Artemisia_-_Clio_-_1632.jpg/128px-Gentileschi%2C_Artemisia_-_Clio_-_1632.jpg","Gentileschi%2C_Artemisia_-_Clio_-_1632.jpg","Clio","/wiki/Clio","1632","Palazzo Blu","//www.wikipedia.org/wiki/Palazzo_Blu","","127.6 x 97.2&#160;cm.","MET (75), WB (27)"
"//upload.wikimedia.org/wikipedia/commons/3/37/Artemisia_Gentileschi_Cleopatra3.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/37/Artemisia_Gentileschi_Cleopatra3.jpg/256px-Artemisia_Gentileschi_Cleopatra3.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/37/Artemisia_Gentileschi_Cleopatra3.jpg/128px-Artemisia_Gentileschi_Cleopatra3.jpg","Artemisia_Gentileschi_Cleopatra3.jpg","Cleopatra","","1633-5","Private Collection","","","117 x 175.5&#160;cm.","MET (76), WB (22)"
"//upload.wikimedia.org/wikipedia/commons/4/46/Nacimiento_de_San_Juan_Bautista_%28Artemisia_Gentileschi%29.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Nacimiento_de_San_Juan_Bautista_%28Artemisia_Gentileschi%29.jpg/256px-Nacimiento_de_San_Juan_Bautista_%28Artemisia_Gentileschi%29.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Nacimiento_de_San_Juan_Bautista_%28Artemisia_Gentileschi%29.jpg/128px-Nacimiento_de_San_Juan_Bautista_%28Artemisia_Gentileschi%29.jpg","Nacimiento_de_San_Juan_Bautista_%28Artemisia_Gentileschi%29.jpg","Nativity of St. John the Baptist","/wiki/The_Birth_of_Saint_John_the_Baptist_(Artemisia_Gentileschi)","1633-5","Museo del Prado","//www.wikipedia.org/wiki/Museo_del_Prado","P00149","184 X 158&#160;cm.","MET (77), WB (32)"
"//upload.wikimedia.org/wikipedia/commons/4/48/Gentileschi%2C_Artemisia_-_Lot_and_his_Daughters_-_1635-1638.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/4/48/Gentileschi%2C_Artemisia_-_Lot_and_his_Daughters_-_1635-1638.jpg/256px-Gentileschi%2C_Artemisia_-_Lot_and_his_Daughters_-_1635-1638.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/4/48/Gentileschi%2C_Artemisia_-_Lot_and_his_Daughters_-_1635-1638.jpg/128px-Gentileschi%2C_Artemisia_-_Lot_and_his_Daughters_-_1635-1638.jpg","Gentileschi%2C_Artemisia_-_Lot_and_his_Daughters_-_1635-1638.jpg","Lot and his Daughters","/wiki/Lot_and_His_Daughters_(Artemisia_Gentileschi,_1635-1638)","1635-8","Toledo Museum of Art","//www.wikipedia.org/wiki/Toledo_Museum_of_Art","1983.107","230.5 x 183&#160;cm.","MET (78), WB (39)"
"//upload.wikimedia.org/wikipedia/commons/6/67/The_Martyrdom_of_St_Januarius_in_the_Amphitheatre_at_Pozzuoli.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/6/67/The_Martyrdom_of_St_Januarius_in_the_Amphitheatre_at_Pozzuoli.jpg/256px-The_Martyrdom_of_St_Januarius_in_the_Amphitheatre_at_Pozzuoli.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/6/67/The_Martyrdom_of_St_Januarius_in_the_Amphitheatre_at_Pozzuoli.jpg/128px-The_Martyrdom_of_St_Januarius_in_the_Amphitheatre_at_Pozzuoli.jpg","The_Martyrdom_of_St_Januarius_in_the_Amphitheatre_at_Pozzuoli.jpg","The Martyrdom of St Januarius in the Amphitheatre at Pozzuoli","/wiki/Saint_Januarius_in_the_Amphitheatre_at_Pozzuoli","1636-7","Museo Nazionale di Capodimonte","//www.wikipedia.org/wiki/Museo_di_Capodimonte","","300 x 200&#160;cm.","MET (79), WB (33b)"
"//upload.wikimedia.org/wikipedia/commons/a/ab/Adoration_of_the_Magi_by_Artemisia_Gentileschi.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Adoration_of_the_Magi_by_Artemisia_Gentileschi.jpg/256px-Adoration_of_the_Magi_by_Artemisia_Gentileschi.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Adoration_of_the_Magi_by_Artemisia_Gentileschi.jpg/128px-Adoration_of_the_Magi_by_Artemisia_Gentileschi.jpg","Adoration_of_the_Magi_by_Artemisia_Gentileschi.jpg","Adoration of the Magi","/wiki/Adoration_of_the_Magi_(Artemisia_Gentileschi)","1636-7","Museo Nazionale di Capodimonte","//www.wikipedia.org/wiki/Museo_di_Capodimonte","","300 × 180&#160;cm.","MET (Figure 142.), WB (33c)"
"//upload.wikimedia.org/wikipedia/commons/9/95/Artemisia_gentileschi%2C_i_santi_procolo_e_nicea%2C_1631_ca..JPG/128px-Artemisia_gentileschi%2C_i_santi_procolo_e_nicea%2C_1631_ca..JPGjpg","//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Artemisia_gentileschi%2C_i_santi_procolo_e_nicea%2C_1631_ca..JPG/256px-Artemisia_gentileschi%2C_i_santi_procolo_e_nicea%2C_1631_ca..JPG","//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Artemisia_gentileschi%2C_i_santi_procolo_e_nicea%2C_1631_ca..JPG/128px-Artemisia_gentileschi%2C_i_santi_procolo_e_nicea%2C_1631_ca..JPG","128px-Artemisia_gentileschi%2C_i_santi_procolo_e_nicea%2C_1631_ca..JPGjpg","Saint Proculus of Pozzuoli and his mother Santa Nicaea","/wiki/Saints_Proculus_and_Nicea_(painting)","1636-7","Museo Nazionale di Capodimonte","//www.wikipedia.org/wiki/Museo_di_Capodimonte","","300 × 180&#160;cm.","MET (Figure 143.), WB (33a)"
"//upload.wikimedia.org/wikipedia/commons/4/4c/David_and_Bathsheba_by_Artemisia_Gentileschi.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/David_and_Bathsheba_by_Artemisia_Gentileschi.jpg/256px-David_and_Bathsheba_by_Artemisia_Gentileschi.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/David_and_Bathsheba_by_Artemisia_Gentileschi.jpg/128px-David_and_Bathsheba_by_Artemisia_Gentileschi.jpg","David_and_Bathsheba_by_Artemisia_Gentileschi.jpg","David and Bathsheba","","c.1636-8","Columbus Museum of Art","//www.wikipedia.org/wiki/Columbus_Museum_of_Art","1967.006","265.4 x 209.6&#160;cm.","MET (80), WB (37)"
"//upload.wikimedia.org/wikipedia/commons/1/19/Artemisia_Gentileschi_-_Bathsheba_-_WGA08558.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Artemisia_Gentileschi_-_Bathsheba_-_WGA08558.jpg/256px-Artemisia_Gentileschi_-_Bathsheba_-_WGA08558.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Artemisia_Gentileschi_-_Bathsheba_-_WGA08558.jpg/128px-Artemisia_Gentileschi_-_Bathsheba_-_WGA08558.jpg","Artemisia_Gentileschi_-_Bathsheba_-_WGA08558.jpg","David and Bathsheba","","1645","Prussian Palaces and Gardens Foundation Berlin-Brandenburg","//www.wikipedia.org/wiki/Prussian_Palaces_and_Gardens_Foundation_Berlin-Brandenburg","","265.4 x 209.6&#160;cm.","MET (80 (related pictures: Neues Palais, Potsdam)), WB (48a)"
"//upload.wikimedia.org/wikipedia/commons/b/bb/Artemisia_Gentileschi_-_Bathsheba_at_Her_Bath_%28ca._1637-1638%29.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Artemisia_Gentileschi_-_Bathsheba_at_Her_Bath_%28ca._1637-1638%29.jpg/256px-Artemisia_Gentileschi_-_Bathsheba_at_Her_Bath_%28ca._1637-1638%29.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Artemisia_Gentileschi_-_Bathsheba_at_Her_Bath_%28ca._1637-1638%29.jpg/128px-Artemisia_Gentileschi_-_Bathsheba_at_Her_Bath_%28ca._1637-1638%29.jpg","Artemisia_Gentileschi_-_Bathsheba_at_Her_Bath_%28ca._1637-1638%29.jpg","Bathsheba","","1638","Private Collection","","","","MET (80 (related pictures: formerly Ramunni, Naples, ex-Leipzig)), WB (40)"
"//upload.wikimedia.org/wikipedia/commons/b/bb/Gentileschi_palatina_betsabe.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Gentileschi_palatina_betsabe.jpg/256px-Gentileschi_palatina_betsabe.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Gentileschi_palatina_betsabe.jpg/128px-Gentileschi_palatina_betsabe.jpg","Gentileschi_palatina_betsabe.jpg","David and Bathsheba","","1645","Palazzo Pitti","//www.wikipedia.org/wiki/Palazzo_Pitti","","286 x 214&#160;cm","MET (80 (related pictures:Palazzo Pitti))"
"//upload.wikimedia.org/wikipedia/commons/3/3d/Bathsheba_at_Her_Bath_by_Artemisia_Gentileschi_ca._1640-1645_%28Vienna%29.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Bathsheba_at_Her_Bath_by_Artemisia_Gentileschi_ca._1640-1645_%28Vienna%29.jpg/256px-Bathsheba_at_Her_Bath_by_Artemisia_Gentileschi_ca._1640-1645_%28Vienna%29.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Bathsheba_at_Her_Bath_by_Artemisia_Gentileschi_ca._1640-1645_%28Vienna%29.jpg/128px-Bathsheba_at_Her_Bath_by_Artemisia_Gentileschi_ca._1640-1645_%28Vienna%29.jpg","Bathsheba_at_Her_Bath_by_Artemisia_Gentileschi_ca._1640-1645_%28Vienna%29.jpg","Bathsheba","","1640                 <br/>                 1645","Private Collection","","","","MET (80 (related pictures: Haas collection, Vienna)), WB (45)"
"//upload.wikimedia.org/wikipedia/commons/0/05/Self-portrait_as_the_Allegory_of_Painting_%28La_Pittura%29_-_Artemisia_Gentileschi.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Self-portrait_as_the_Allegory_of_Painting_%28La_Pittura%29_-_Artemisia_Gentileschi.jpg/256px-Self-portrait_as_the_Allegory_of_Painting_%28La_Pittura%29_-_Artemisia_Gentileschi.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Self-portrait_as_the_Allegory_of_Painting_%28La_Pittura%29_-_Artemisia_Gentileschi.jpg/128px-Self-portrait_as_the_Allegory_of_Painting_%28La_Pittura%29_-_Artemisia_Gentileschi.jpg","Self-portrait_as_the_Allegory_of_Painting_%28La_Pittura%29_-_Artemisia_Gentileschi.jpg","Self-Portrait as the Allegory of Painting","/wiki/Self-Portrait_as_the_Allegory_of_Painting","1638-9","Royal Collection","//www.wikipedia.org/wiki/Royal_Collection","RCIN 405551","96.5 x 73.7&#160;cm.","MET (81), WB (42)"
"//upload.wikimedia.org/wikipedia/commons/b/b2/Venere_e_Cupido_-_A._Gentileschi.png/128px-Venere_e_Cupido_-_A._Gentileschi.pngjpg","//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Venere_e_Cupido_-_A._Gentileschi.png/256px-Venere_e_Cupido_-_A._Gentileschi.png","//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Venere_e_Cupido_-_A._Gentileschi.png/128px-Venere_e_Cupido_-_A._Gentileschi.png","128px-Venere_e_Cupido_-_A._Gentileschi.pngjpg","Venus Embracing Cupid","","1640s","Private Collection","","","121 x 160&#160;cm.","MET (82), WB (31)"
"//upload.wikimedia.org/wikipedia/commons/e/e3/Susanna_and_the_Elders.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Susanna_and_the_Elders.jpg/256px-Susanna_and_the_Elders.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Susanna_and_the_Elders.jpg/128px-Susanna_and_the_Elders.jpg","Susanna_and_the_Elders.jpg","Susanna and the Elders","/wiki/Susanna_and_the_Elders_(Artemisia_Gentileschi)_Brno","1649","Moravian Gallery in Brno","//www.wikipedia.org/wiki/Moravian_Gallery_in_Brno","","205 x 168&#160;cm","MET (83), WB (50)"
"//upload.wikimedia.org/wikipedia/commons/3/32/Susanna_e_i_vecchioni_di_Artemisia_Gentileschi%2C_Museo_Civico_di_Bassano_del_Grappa.JPG/128px-Susanna_e_i_vecchioni_di_Artemisia_Gentileschi%2C_Museo_Civico_di_Bassano_del_Grappa.JPGjpg","//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Susanna_e_i_vecchioni_di_Artemisia_Gentileschi%2C_Museo_Civico_di_Bassano_del_Grappa.JPG/256px-Susanna_e_i_vecchioni_di_Artemisia_Gentileschi%2C_Museo_Civico_di_Bassano_del_Grappa.JPG","//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Susanna_e_i_vecchioni_di_Artemisia_Gentileschi%2C_Museo_Civico_di_Bassano_del_Grappa.JPG/128px-Susanna_e_i_vecchioni_di_Artemisia_Gentileschi%2C_Museo_Civico_di_Bassano_del_Grappa.JPG","128px-Susanna_e_i_vecchioni_di_Artemisia_Gentileschi%2C_Museo_Civico_di_Bassano_del_Grappa.JPGjpg","Susanna and the Elders","","1650","<i>Bassano Civic Museum</i>","","","168 × 112&#160;cm","MET (83 (related pictures: Bassano del Grappo)); Locker, Figure 6.1"
"//upload.wikimedia.org/wikipedia/commons/5/5e/Artemisia_Gentileschi_-_Susanna_and_the_Elders_near_a_Balcony.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Artemisia_Gentileschi_-_Susanna_and_the_Elders_near_a_Balcony.jpg/256px-Artemisia_Gentileschi_-_Susanna_and_the_Elders_near_a_Balcony.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Artemisia_Gentileschi_-_Susanna_and_the_Elders_near_a_Balcony.jpg/128px-Artemisia_Gentileschi_-_Susanna_and_the_Elders_near_a_Balcony.jpg","Artemisia_Gentileschi_-_Susanna_and_the_Elders_near_a_Balcony.jpg","Susanna and the Elders","/wiki/Susanna_and_the_Elders_(Gentileschi)_Bologna","1652","Pinacoteca Nazionale di Bologna","//www.wikipedia.org/wiki/Pinacoteca_Nazionale_di_Bologna","","200.3 × 225.6&#160;cm","WB (L-104)"
"//upload.wikimedia.org/wikipedia/commons/a/ab/La_Vergine_e_il_Bambino_con_il_rosario_Artemisia.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/La_Vergine_e_il_Bambino_con_il_rosario_Artemisia.jpg/256px-La_Vergine_e_il_Bambino_con_il_rosario_Artemisia.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/La_Vergine_e_il_Bambino_con_il_rosario_Artemisia.jpg/128px-La_Vergine_e_il_Bambino_con_il_rosario_Artemisia.jpg","La_Vergine_e_il_Bambino_con_il_rosario_Artemisia.jpg","Virgin and Child with a Rosary","/wiki/Virgin_and_Child_with_a_Rosary","1651","El Escorial","//www.wikipedia.org/wiki/El_Escorial","","58 x 50&#160;cm","MET (84), WB (51)"
"//upload.wikimedia.org/wikipedia/commons/7/73/Samson_und_delilah.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Samson_und_delilah.jpg/256px-Samson_und_delilah.jpg","//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Samson_und_delilah.jpg/128px-Samson_und_delilah.jpg","Samson_und_delilah.jpg","Samson and Delilah","","1630-38","Palazzo Zevallos, Naples","","","","WB (35)"
